"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001397306","심판","베르나르 베르베르 지음","열린책들","2020","9788932920405","8","6"
"000001235368","아가미 :구병모 장편소설","구병모 [지음]","위즈덤하우스","2018","9791162203392","8","6"
"000001240533","아침에는 죽음을 생각하는 것이 좋다","김영민 [지음]","어크로스","2018","9791160560640","8","6"
"000001402772","어떤 물질의 사랑 :천선란 소설집","천선란 지음","아작","2020","9791165508340","8","6"
"000001589609","어머니, 사교육을 줄이셔야 합니다","정승익 지음","메이트북스: 원앤원콘텐츠그룹","2023","9791160023909","3","6"
"000001525236","어서 오세요, 휴남동 서점입니다 :황보름 장편소설","황보름 지음","클레이하우스","2022","9791197377143","8","6"
"000001626895","역행자 :돈?시간?운명으로부터 완전한 자유를 얻는 7단계 인생 공략집","자청 지음","웅진지식하우스","2023","9788901272580","3","6"
"000001627924","연수 :장류진 소설집","장류진 지음","창비","2023","9788936439170","8","6"
"000000932994","영어책 한 권 외워봤니?","김민식 지음","위즈덤하우스: 위즈덤하우스 미디어그룹","2017","9788960863132","7","6"
"000001508021","오늘 밤, 세계에서 이 사랑이 사라진다 해도","이치조 미사키 지음","바이포엠","2021","9791191043297","8","6"
"000001525887","요즘 사는 맛 :먹고 사는 일에 누구보다 진심인 작가들의 일상 속 음식 이야기","김겨울","위즈덤하우스","2022","9791168122253","5","6"
"000001563121","우리는 어디서 살아야 하는가 :인문학자가 직접 고른 살기 좋고 사기 좋은 땅","김시덕 지음","포레스트북스: 콘텐츠그룹 포레스트","2022","9791191347975","3","6"
"000001280246","우리는 왜 잠을 자야 할까 :수면과 꿈의 과학","매슈 워커 지음","열린책들","2019","9788932919584","5","6"
"000001582178","원청 :잃어버린 도시: 위화 장편소설","위화 지음","푸른숲","2022","9791156751298","8","6"
"000001329693","유괴의 날 :정해연 장편소설","정해연 [지음]","시공사","2019","9788952736253","8","6"
"000001625838","유난하게용감하게","김윤미,박시우","몽스북(주)","2022","9791191401639","8","6"
"000001632108","이상한 그림","우케쓰 지음","북마","2023","9791170610182","8","6"
"000001629591","이웃집 토토로 =My neighbor Totoro","미야자키 하야오 원작?각본?감독","대원씨아이","2018","9791133477203","8","6"
"000001627569","일본 현지 빵 대백과 :バン","타쓰미 출판편집부 지음","클","2023","9791192512259","5","6"
"000001473097","일본의 굴레 :헤이안 시대에서 아베 정권까지, 타인의 눈으로 안에서 통찰해낸 일본의 빛과 그늘","태가트 머피 지음","글항아리","2021","9788967358624","3","6"
"000001348049","일의 기쁨과 슬픔 :장류진 소설집","장류진 [지음]","창비","2019","9788936438036","8","6"
"000001222695","자기 앞의 생 :로맹 가리(에밀 아자르) 장편소설","로맹 가리 [지음]","문학동네","2018","9788954650700","8","6"
"000001612224","자신의 존재에 대해 사과하지 말 것 :삶, 사랑, 관계에 닿기 위한 자폐인 과학자의 인간 탐구기","카밀라 팡 지음","푸른숲","2023","9791156754107","1","6"
"000001509345","작별하지 않는다 :한강 장편소설","한강 지음","문학동네","2021","9788954682152","8","6"
"000001591506","장하준의 경제학 레시피 :마늘에서 초콜릿까지 18가지 재료로 요리한 경제 이야기","장하준 지음","부키","2023","9788960519794","3","6"
"000001474209","전국축제자랑 :이상한데 진심인 K-축제 탐험기: 김혼비?박태하 에세이","김혼비","민음사","2021","9788937413711","3","6"
"000000706722","정의란 무엇인가","마이클 샌델 [저]","와이즈베리 : 미래엔","2014","9788937834790","1","6"
"000001625833","젖은풍경은잘말리기(문학과지성시인선578)","이기리","문학과지성사(주)","2022","9788932040998","8","6"
"000001632039","조니 벨린다 [비디오녹화자료]","장 네굴레스코 감독","Art Cinema Ent. [제조]","2023","","6","6"
"000001611290","조선사이보그전 :유진상 장편소설","유진상 지음","아작","2022","9791166687099","8","6"
"000001359700","존리의 부자되기 습관 :대한민국 경제독립 액션 플랜: 'You can do it'","존 리 지음","지식노마드","2020","9791187481720","3","6"
"000001543109","지리의 힘 :지리는 어떻게 나라의 운명을, 세계의 분쟁을, 우리의 선택을 좌우하는가 .2","팀 마샬 지음","사이","2022","9788993178982","3","6"
"000001359824","지적 대화를 위한 넓고 얕은 지식 .1 ,현실-역사?경제?정치?사회?윤리","채사장 지음","웨일북(Whale Books)","2020","9791190313186","0","6"
"000001632384","집으로 가는 먼 길","루이즈 페니 지음","피니스 아프리카에","2023","9791185190594","8","6"
"000001591075","챗GPT와 글쓰기 :ChatGPT와 함께하는 AI 글쓰기 실전","김철수 지음","위키북스","2023","9791158394233","0","6"
"000001397603","천 개의 파랑 :한국과학문학상 장편 대상 : 천선란 장편소설","천선란 지음","허블","2020","9791190090261","8","6"
"000001473764","천문학자는 별을 보지 않는다","심채경 지음","문학동네","2021","9788954677257","4","6"
"000001627521","최선을 다하면 죽는다","황선우","문학동네","2023","9788954693509","8","6"
"000001625836","크리스마스인터내셔널","김원우","아작","2022","9791166687075","8","6"
"000000089737","클럽 싱글즈 [DVD녹화자료]","워너 브로스 감독","워너브러더스코리아(주)","2001","","6","6"
"000000109660","클루지 :생각의 역사를 뒤집는 기막힌 발견","개리 마커스 지음","갤리온","2008","9788901090184","1","6"
"000000097956","타이밍 .1","강풀 글?그림","웅진닷컴","2012","9788901140889","8","6"
"000000097957","타이밍 .2","강풀 글?그림","웅진닷컴","2012","9788901140896","8","6"
"000000097958","타이밍 .3","강풀 글?그림","재미주의","2012","9788901140902","8","6"
"000001632037","태양은 외로워 [비디오녹화자료]","미켈란젤로 안토니오니 감독","Art Cinema Ent. [제조]","2023","","6","6"
"000001591992","터널에서 살아남기","박송이 글","Mirae N 아이세움 : 미래엔","2021","9791164138128","4","6"
"000001625831","토요미스테리","디바제시카","너와숲","2023","9791192509327","0","6"
"000000158625","토지 :박경리 대하소설 .3 ,1부 3권","박경리 지음","마로니에북스","2012","9788960532434","8","6"
"000001303324","포스트트루스 :가짜 뉴스와 탈진실의 시대","리 매킨타이어 지음","두리반","2019","9791188719020","3","6"
"000001625835","프랑켄슈타인(에디터스컬렉션)","메리셸리","문예출판사(주)","2023","9788931023015","8","6"
"000001629743","하노이 :& 하롱베이, 사파: 베트남 전문가들이 모여 만든 가이드북: 2023~2024 최신판 =Hanoi & Halong Bay, Sapa","조대현 글?사진","해시태그출판사(Hashtag)","2023","9791192472799","9","6"
"000001350292","해리 포터 :20years of Harry Potter magic .제1권 1 ,마법사의 돌","J.K. 롤링 지음","문학수첩","2019","9788983927620","8","6"
"000000549528","행복의 기원 :인간의 행복은 어디서 오는가 : 생존과 번식, 행복은 진화의 산물이다","서은국 지음","21세기북스: 북이십일","2014","9788950955779","1","6"
"000001516145","행성어 서점 :김초엽 짧은 소설","김초엽 지음","마음산책","2021","9788960907003","8","6"
"000001525148","((한국전기설비규정(KEC)을 반영하여 새롭게 구성한) 김기사의 e-쉬운 전기 :올 컬러판 ,이론편 =Easy electricity","김명진 지음","BM성안당","2021","9788931526806","5","5"
"000001525522","((한국전기설비규정(KEC)을 반영하여 새롭게 구성한) 김기사의 e-쉬운 전기 :올 컬러판 .[2] ,실무편 =Easy electricity","김명진 지음","BM성안당","2021","9788931526806","5","5"
"000001627934","(5천 년 역사가 단숨에 이해되는) 최소한의 한국사","최태성 지음","프런트페이지","2023","9791198243430","9","5"
"000001509409","(가상 면접 사례로 배우는) 대규모 시스템 설계 기초","알렉스 쉬 지음","인사이트","2021","9788966263158","0","5"
"000001384648","(거의없다의) 방구석 영화관 :영화를, 고상함 따위 1도 없이 세상을, 적당히 삐딱하게 바라보는","거의없다 지음","왼쪽주머니 : 사람in","2020","9788960498426","6","5"
"000001624951","(그림책으로 읽는)감정 수업","송귀예","빌리버튼","2020","9791188545896","0","5"
"000001509007","(데일 카네기) 자기관리론","데일 카네기 지음","현대지성","2021","9791191280333","1","5"
"000001612050","(명화로 읽는) 부르봉 역사","나카노 교코 지음","한경arte : 한국경제신문 한경BP","2023","9788947548786","9","5"
"000001629533","(모르면 당하고 알면 돈 되는) 여의도 선수들의 비밀","이대호 지음","트러스트북스","2023","9791192218724","3","5"
"000001627665","(박태웅의) AI 강의 :챗GPT의 실체부터 AI의 진화와 미래까지 인간의 뇌를 초월하는 새로운 지능의 모든 것","박태웅 지음","한빛비즈","2023","9791157846764","3","5"
"000001543014","(보도 섀퍼의) 이기는 습관 :불가능을 뛰어넘어 최후의 승자가 된 사람들","보도 섀퍼 지음","토네이도: 토네이도미디어그룹","2022","9791158512378","3","5"
"000001478681","(비울수록 사람을 더 성장시키는) 리더의 말그릇","김윤나 지음","카시오페아: 카시오페아 출판사","2021","9791190776615","1","5"
"000001093783","(빅터 프랭클의) 죽음의 수용소에서 :죽음조차 희망으로 승화시킨 인간 존엄성의 승리","빅터 프랭클 지음","청아출판사","2017","9788936811143","1","5"
"000001562880","(산업통상자원부 직무고시에 의한) 전기안전관리자 현장실무 :KEC 규정 및 2021년 6월 15일 직무고시 개정분 반영","남기준 지음","技多利","2022","9788973743834","5","5"
"000001374916","(설민석의) 세계사 대모험 .4 ,이탈리아 편-로마에서 생긴 일","설민석","단꿈아이: 단꿈드림","2020","9791196893118","9","5"
"000001374915","(설민석의) 한국사 대모험 .13 ,역사의 진실 편 - 뒤바뀐 역사를 되돌려라!","설민석","아이휴먼: 휴먼큐브","2020","9791165382650","9","5"
"000001334643","(신비아파트) 한자귀신 :오싹 공포 한자 학습 만화 .5 ,의문의 전학생","김강현 글","서울문화사","2019","9791164385652","7","5"
"000001589658","(심리학으로 읽는) 손자병법 :싸우지 않고 이기는 심리 전략","이동연 지음","평단","2023","9788973435494","1","5"
"000001577825","(이상한 과자 가게) 전천당 .16","히로시마 레이코 글","길벗스쿨","2022","9791164064748","8","5"
"000001348877","(이상한 과자 가게) 전천당 .3","히로시마 레이코 글","길벗스쿨","2019","9791164060931","8","5"
"000001645686","(인생을 바꾸는 자기 혁명) 몰입 :'생각하고 집중하고 몰입하라 =Think Hard","황농문 지음","랜덤하우스","2008","8925514826","3","5"
"000001637818","(처음 만나는) 맹자","김지향","미래주니어","2023","9791191349757","8","5"
"000001515752","(추리 천재) 엉덩이 탐정 .10 ,사랑의 포로 사건","트롤 글?그림","MiraeN 아이세움 : 미래엔","2020","9791164137053","8","5"
"000001334676","(카카오프렌즈) 과학 탐정단 :미스터리 과학 학습만화 .1 ,로봇","김승현 글","대원키즈 : 대원씨아이","2019","9791136202673","4","5"
"000001632014","(클로즈업) 도쿄 :도쿄 디즈니 리조트?요코하마?하코네?닛코?카마쿠라: 2023~24 최신 개정판 =Close up Tokyo","유재우","에디터","2023","9788967442569","9","5"
"000001630663","(프렌즈) 홋카이도 :삿포로?오타루?하코다테?후라노?비에이: 최신판 '23~'24 =Hokkaido","정꽃나래","중앙books: 중앙일보에스","2023","9788927879909","9","5"
"000001625368","100권을 이기는 초등 1문장 입체 독서법","김종원","위즈덤하우스","2022","9791168124929","0","5"
"000001631282","109마리 동물 마라톤","노하나 하루카 글?그림","주니어김영사 : 김영사","2023","9788934968542","8","5"
